label	question	lang
NUM:code	What does error code E304 mean in web?	en
LOC:country	What is the capital of South Africa?	en
ENTY:color	How does UV damage?	en
ENTY:animal	What are crepuscular animals?	en
ENTY:color	What is a common gold item?	en
ENTY:dismed	How is tuberculosis treated?	en
NUM:weight	how many kilograms in 1 teaspoon of neutron star	en
ENTY:religion	what was the religion of the ancient greeks	en
ENTY:currency	What is the official currency of the United States?	en
LOC:country	What Scandinavian country covers 173, 732 square miles	en
ENTY:body	What is the prostate?	en
ENTY:body	How does the esophagus transport?	en
ENTY:letter	What is a ligature?	en
LOC:state	What U.S. state is Fort Knox in	en
DESC:def	What is a dash for?	en
LOC:city	What city contains the district of Hells Kitchen	en
LOC:water	What connects to the Mediterranean Sea?	en
LOC:country	Tell me about Turkey	en
HUM:title	What rank is Earl?	en
ENTY:animal	What animal was the heat-seeking missile called the Sidewinder named for	en
NUM:volsize	What is the volume of a wine bottle?	en
ENTY:lang	What language is spoken in Algeria?	en
NUM:other	What is the number of DNA base pairs in humans?	en
DESC:manner	How do accountants audit?	en
NUM:period	How many days is a standard vacation?	en
ABBR:abb	In computing, CPU refers to what?	en
ABBR:exp	What does POL expand to?	en
ENTY:animal	How big is a hippopotamus?	en
LOC:country	Jackson Pollock was a native of what country	en
ENTY:currency	What is money?	en
NUM:period	What is the typical age of adolescence?	en
HUM:desc	What does an ophthalmologist treat?	en
NUM:dist	How deep is a fathom	en
ABBR:exp	What is UK?	en
ENTY:currency	What is the currency of Philippines?	en
ENTY:symbol	Where is the percent sign symbol used?	en
ABBR:exp	What is AFS	en
NUM:period	How many years of education are required for a high school diploma?	en
ENTY:product	What is the brand name of a chemical used to control ripening	en
ABBR:abb	What is the meaning of NSA?	en
HUM:gr	What is a theists?	en
DESC:def	What is clipping?	en
LOC:landmass	What countries are in Greenland?	en
ENTY:color	How does color vision evolve?	en
HUM:ind	Who is a notable figure in field Y?	en
DESC:desc	How are settings?	en
ENTY:animal	What relative of the racoon is sometimes known as the cat-bear	en
ENTY:instru	What instrument measures wind chill?	en
ENTY:word	What does constrained mean?	en
ENTY:instru	How do you use a wrench?	en
ENTY:letter	What letter is used for the number one in Roman numerals?	en
ENTY:substance	What does ribavirin consist of	en
LOC:other	Where can I find a website that gives comparisons of good prices	en
ENTY:substance	What is the main ingredient of yogurt	en
LOC:city	What city has a newspaper called The Plain Dealer	en
ENTY:plant	What is a sunflower?	en
NUM:perc	What percentage of the brain is water?	en
ENTY:word	What is the most commonly used word in English?	en
ENTY:dismed	What is a fear of hair	en
NUM:weight	How much does a cubic meter of water weigh?	en
LOC:water	What ocean does Mauritania border	en
NUM:ord	What was your position in the queue	en
HUM:ind	What is a philanthropist?	en
DESC:manner	How do surgeons operate?	en
ENTY:techmeth	How does tokenization work?	en
ABBR:abb	What does IP stand for?	en
ABBR:abb	ROM abbreviates what?	en
NUM:count	How many pairs of legs does a lobster have	en
LOC:mount	Where is Mount Fuji?	en
ENTY:termeq	What is the definition of tall?	en
ABBR:exp	What does PAK stand for?	en
NUM:date	In what year was the first patent for the pull-tab opener on cans obtained	en
ENTY:lang	What language has the most dialects?	en
ENTY:symbol	What symbol represents love?	en
HUM:ind	Tell me about Aristotle	en
DESC:manner	What is the way to public speaking?	en
ENTY:substance	What are the most common elements in seawater	en
HUM:desc	What does a meteorologist predict?	en
ENTY:dismed	What is a fear of being cold	en
DESC:def	What is back-channeling?	en
ENTY:letter	What is the origin of the letter Y?	en
LOC:city	What city hosted the first Winter Olympics in Asia	en
HUM:ind	How does a artist contribute?	en
ENTY:sport	What are the rules of rugby?	en
ENTY:dismed	What is a fear of punishment	en
ENTY:substance	What are super balls made of	en
HUM:gr	What is a refugees?	en
DESC:desc	How is sorrow described mournfully?	en
ENTY:veh	What is the payload vs towing capacity ratio for trucks?	en
NUM:perc	What is the percentage of something unknown?	en
ENTY:currency	Which country uses the shekel?	en
ENTY:veh	How deep is the water-crossing capability specification?	en
ENTY:animal	What is a elephant?	en
ENTY:body	What is the smallest bone in the human body?	en
LOC:country	What country is home to Heineken beer	en
ENTY:other	What constitutes a cultural tradition?	en
NUM:code	How are radio frequency bands assigned numeric designations?	en
ENTY:substance	What element, from the Periodic Table, is a gas or a solid, but never a liquid	en
ENTY:color	How is tan created?	en
ABBR:exp	What does MUS expand to?	en
ENTY:instru	What is a stethoscope used for?	en
LOC:other	What is the National Park in Utah	en
ABBR:abb	What is the meaning of IR?	en
NUM:ord	What is the ordinal number for 1?	en
ENTY:dismed	What cancer is commonly associated with AIDS	en
NUM:perc	What percentage of the population lives in rural areas?	en
NUM:other	How many electrons are in an atom of gold?	en
NUM:count	How many times has Louie, Louie been recorded	en
LOC:city	What country is Vienna in?	en
LOC:water	What is the principal river of Ireland	en
NUM:code	What is the hexadecimal code for carriage return?	en
ABBR:exp	What does the abbreviation OAS stand for	en
DESC:def	What do we mean by irony?	en
ENTY:termeq	What was originally defined as one 1-millionth of the distance from the equator to the Pole	en
NUM:temp	At what temperature does paper ignite?	en
ENTY:cremat	What is a burial vault?	en
DESC:def	What is a nanometer	en
DESC:reason	Why doesn t www.answers.com have any answers to my questions	en
NUM:dist	How far is London from Tokyo?	en
ENTY:food	What is salad?	en
ENTY:veh	How fast can a Porsche 911 Turbo accelerate from 0 to 60 mph?	en
NUM:period	What is the gestation period for a cat	en
ENTY:currency	What is the currency of Colombia?	en
ENTY:plant	What does a willow look like?	en
NUM:weight	How much does a human weigh?	en
NUM:period	How long does it take to hike the entire Appalachian Trail	en
DESC:reason	Why is Microsofts Windows 3 such a successful computer program	en
ENTY:food	What is chicken made from?	en
ENTY:body	Where is the spinal cord?	en
ABBR:exp	CFO stands for what?	en
NUM:count	How many sports are there?	en
NUM:period	How long does the average person take to read a 300-page novel?	en
ABBR:exp	What does DJI expand to?	en
NUM:period	How long does it take to travel from Tokyo to Niigata	en
ENTY:animal	How big is a tortoise?	en
ENTY:symbol	What is the @ symbol used for?	en
NUM:other	What is the population of Australia	en
ENTY:body	What is the bladder?	en
HUM:desc	What is the role of a therapist?	en
ENTY:instru	What instrument measures frequency?	en
ABBR:exp	TLS means what in full form?	en
NUM:ord	What is the fourth planet?	en
NUM:date	When did communist control end in Hungary	en
NUM:ord	What is the ninth book in the series?	en
ENTY:techmeth	How does simulated annealing work?	en
HUM:title	Who directed Titanic?	en
LOC:city	Tell me about Rome	en
ENTY:dismed	How does multiple sclerosis affect the body?	en
ENTY:currency	What currency does India use?	en
DESC:desc	Describe the Long March	en
NUM:money	How much would a black-and-white 1-cent stamp be worth, Thomas Jefferson on it,	en
ABBR:abb	What does OPEC represent?	en
ENTY:lang	What is Hungarian known for?	en
NUM:perc	What percentage is technology?	en
ENTY:religion	What is Pentecostalism based on?	en
NUM:code	What is the hexadecimal code for vertical tab?	en
ENTY:other	What does God create in the first sentence of the Bible	en
DESC:desc	What is the origin of the expression tout de suite	en
NUM:code	What is the VIN for this car?	en
LOC:mount	Where is Appalachian Mountains?	en
ENTY:animal	What makes resilience important?	en
ENTY:product	What are different products of petroleum	en
ENTY:cremat	What did Aaron Hass write	en
ABBR:abb	What is the meaning of UNESCO?	en
NUM:money	How much does a television cost?	en
ENTY:techmeth	How does continuous integration work?	en
LOC:city	Where is Berlin?	en
ENTY:termeq	Whats the geographic term for the submerged fringe of a continent	en
NUM:temp	What will be the final temperature of water that was initially 40°C but was mixed with water that was 20 °C	en
NUM:period	How many minutes should moderate exercise last daily?	en
HUM:title	Who holds the title of President?	en
ENTY:substance	What is rubber used for?	en
NUM:code	What does a product SKU actually encode within its digits?	en
ENTY:body	What is the function of the arm?	en
ENTY:sport	What are some good exercises for kids to do	en
DESC:def	What do the number 1, 2, and 4 mean on Dr. Pepper bottles	en
DESC:def	What is the meaning of the name Ella	en
ENTY:religion	What religion is commonly associated with crystal healing?	en
ENTY:word	What does serendipity mean?	en
ABBR:abb	What is the abbreviation for Chief Executive Officer?	en
ENTY:event	What Jewish holiday saw the start of the 1973 Mideast War	en
DESC:def	What is the definition of bandwidth?	en
DESC:def	What is code-mixing?	en
LOC:state	How are cantons?	en
ABBR:exp	What does ATF represent?	en
ENTY:cremat	How is estate planning done?	en
HUM:title	what do you want to be when you grow up	en
LOC:city	Where is Athens?	en
DESC:reason	Why do flowers need light?	en
DESC:def	What is a noun?	en
HUM:ind	What does a scientist do?	en
NUM:dist	What is the length of the Panama Canal?	en
ENTY:body	What is the eye?	en
LOC:city	How are regions organized?	en
NUM:ord	What is the twelfth book in the series?	en
DESC:manner	How does the car in Christine become possessed	en
NUM:speed	How fast does the fastest car go	en
NUM:perc	What is the Pennsylvania state income tax rate	en
ENTY:other	What is an exotic astronomical object?	en
NUM:count	What is the chromosome number of an elephant	en
LOC:state	What U.S. state ends with a G	en
ENTY:termeq	What does Playboy title its continuing dialog on contemporary issues between Playboy and its readers	en
NUM:perc	What percentage of the worlds population is religious?	en
ABBR:abb	Define the abbreviation HDMI	en
NUM:temp	At what temperature does chalk become soft?	en
DESC:reason	Explain why we yawn	en
ENTY:letter	What is the etymology of the letter B?	en
ENTY:dismed	How is malaria treated?	en
LOC:mount	What is the height of Mount Elbrus?	en
ENTY:instru	What instrument measures noise level?	en
ABBR:abb	What is meant by LCD?	en
NUM:period	How many minutes is an average social media video?	en
ENTY:food	What is whey?	en
ENTY:other	What five cards make up a perfect Cribbage hand	en
ENTY:instru	How does a saxophone function?	en
HUM:gr	Who are the immigrants?	en
HUM:title	What is Larry Kings job	en
NUM:period	How many weeks are in a school year?	en
LOC:city	What is the capital of Congo	en
NUM:ord	What is the fourteenth book in the series?	en
NUM:count	What is the area in sq km of Brazil?	en
ENTY:body	What is a vital internal organ and gland, which carries out over 500 functions	en
NUM:period	What is the standard duration of a comedy special?	en
ENTY:lang	How is Urdu spoken in South Asia?	en
ENTY:veh	What is the weight of a fully loaded dump truck?	en
ENTY:instru	Ray Charles plays which instrument	en
ENTY:plant	What does a tulip look like?	en
ABBR:exp	PWA stands for what exactly?	en
DESC:desc	What happened to Pepsi Clear	en
ABBR:abb	Define the abbreviation TLS	en
ENTY:food	What beers name is translated as lion brew	en
DESC:desc	What do you need to do to marry someone in jail	en
DESC:manner	What is the way to build a bookshelf?	en
DESC:def	What is the Order of the Arrow in Boy Scouts	en
LOC:mount	What country has Mount Rushmore?	en
NUM:weight	What is the weight of the atmosphere pressing down on Earth?	en
ENTY:dismed	What is a fear of glass	en
ENTY:symbol	What does the @ symbol represent?	en
LOC:country	What defines a state?	en
ENTY:symbol	What symbol denotes bullet point?	en
ENTY:body	What part of your body contains the corpus callosum	en
ENTY:word	What does erudite mean?	en
ENTY:other	What do humans catch zoonose diseases from	en
HUM:gr	How is a task force created?	en
ENTY:dismed	What is a fear of machinery	en
ABBR:abb	In computing, HDMI refers to what?	en
ENTY:dismed	What is a fear of crystals or glass	en
ENTY:animal	What are decomposers?	en
ENTY:lang	What is Italian?	en
ABBR:abb	What is meant by SSH?	en
ENTY:letter	What letter is used for chlorine on the periodic table?	en
LOC:country	What two countries coastlines border the Bay of Biscay	en
DESC:reason	Why do habitats form?	en
ENTY:body	How do gonads produce?	en
HUM:desc	What is a composer?	en
ENTY:lang	How is French pronounced?	en
ENTY:product	Which two products use a tiger as their symbol	en
ENTY:sport	What international amateur sports spectacle was first telecast in 1956	en
LOC:country	What country surrounds San Marino, the worlds smallest Republic	en
NUM:money	How much do tuberculosis combatting drugs cost	en
HUM:title	What rank is Patriarch?	en
LOC:city	What country is Chicago in?	en
DESC:reason	Why do mouths taste?	en
ENTY:body	What is the only gland in humans that can regenerate itself	en
ENTY:symbol	what is the symbol used by Saurons armies	en
LOC:water	What connects to the Panama Canal?	en
