label	question	answer	lang
NUM:speed	How fast does a peregrine falcon fly during its high-speed hunting dive?	240 mph.	en
NUM:speed	How fast does the Earth rotate at the poles compared to the equator?	Zero mph.	en
NUM:speed	How fast does the Moon travel around the Earth in its orbit?	2,288 mph.	en
NUM:speed	How fast does the Moon travel around the Earth in its orbital path?	2,288 mph.	en
NUM:speed	How fast does the Sun move through the Milky Way galaxy?	450,000 mph.	en
NUM:speed	How fast does the Sun move through the vast Milky Way galaxy?	450,000 mph.	en
NUM:weight	How heavy is a grand piano?	500 kilograms.	en
NUM:weight	How heavy is a standard brick?	Five pounds.	en
NUM:dist	How high is the Eiffel Tower?	330 meters.	en
NUM:dist	How high is the highest waterfall in the world, Angel Falls?	979 meters.	en
ABBR:abb	How is the term 'as soon as possible' shortened in emails?	ASAP	en
ABBR:abb	How is the term 'Gross Domestic Product' commonly abbreviated?	GDP	en
ABBR:abb	How is the term Gross Domestic Product commonly abbreviated?	GDP	en
NUM:period	How long did the construction of the Empire State Building actually take?	One year and 45 days.	en
NUM:period	How long did the construction of the Great Pyramid of Giza actually take?	20 years.	en
NUM:period	How long does it take for light from the Sun to reach the Earth?	Eight minutes.	en
NUM:period	How long does it take for light from the Sun to reach the planet Mars?	12 minutes.	en
NUM:period	How long is a PhD?	Four to six years.	en
NUM:period	How long is a typical professional hockey period in the NHL league?	20 minutes.	en
NUM:period	How long is a typical term for a member of the United States Senate?	Six years.	en
NUM:period	How long is summer?	Three months.	en
NUM:dist	How long is the Amazon?	6,400 km.	en
NUM:period	How long to boil egg?	Six minutes.	en
NUM:count	How many countries are currently members of the European Union today?	27.	en
NUM:count	How many countries are members of the United Nations today?	193.	en
NUM:volsize	How many cubic meters of concrete were used in the Hoover Dam wall?	3.3 million cubic m.	en
NUM:volsize	How many cubic meters of concrete were used in the Hoover Dam?	3.3 million cubic meters.	en
NUM:volsize	How many gallons of water flow over the Niagara Falls every second?	750,000 gallons.	en
NUM:count	How many hours does it take for a high-speed train to reach Paris?	Three.	en
NUM:count	How many hours does it take for the Earth to rotate once?	24.	en
NUM:period	How many hours of sleep does a newborn baby require in a 24-hour cycle?	14 to 17 hours.	en
NUM:count	How many levels are there in the classical game of Tetris?	99.	en
NUM:volsize	How many milliliters are in a standard United States tablespoon volume?	15 ml.	en
NUM:volsize	How many milliliters are in a standard United States tablespoon?	15 milliliters.	en
NUM:period	How many minutes are in a standard professional basketball game quarters?	Twelve minutes.	en
NUM:count	How many minutes are in a standard three-hour professional movie film?	180.	en
NUM:count	How many minutes are there in a standard twenty-four hour day?	1,440.	en
NUM:count	How many planets?	Eight.	en
NUM:count	How many stars?	Fifty.	en
NUM:count	How many years are in a standard century of the Gregorian calendar?	100.	en
NUM:period	How many years are in a standard decade of the modern calendar?	Ten years.	en
NUM:count	How many years are in a standard millennium of time?	1,000.	en
NUM:count	How many years did the construction of the Great Wall take?	2,000.	en
NUM:period	How many years does it take for a Redwood tree to reach full maturity?	500 years.	en
NUM:period	How many years does it take for a sequoia to reach maturity?	Several hundred years.	en
NUM:period	How many years of education are required for a standard medical degree?	Eight years.	en
NUM:volsize	How much air can a typical large commercial hot air balloon hold?	3,000 cubic meters.	en
NUM:volsize	How much air can a typical large hot air balloon hold inside?	3,000 cubic meters.	en
NUM:money	How much did it cost to construct the Golden Gate Bridge?	5 million.	en
NUM:money	How much did it cost to restore the Notre Dame cathedral roof?	00 million.	en
NUM:money	How much did the production of the film 'Avatar' cost to make?	37 million.	en
NUM:money	How much did the production of the film 'Endgame' cost to make?	56 million.	en
NUM:weight	How much does a bag of concrete weigh?	94 pounds.	en
NUM:money	How much does a diamond engagement ring cost on average today?	,000.	en
NUM:weight	How much does a gold bar weigh?	400 troy ounces.	en
NUM:weight	How much does a liter of pure liquid mercury weigh at room temperature?	13.5 kilograms.	en
NUM:weight	How much does a mature adult human liver weigh on average?	1.5 kilograms.	en
NUM:money	How much does a professional concert grand piano cost to purchase?	50,000.	en
NUM:weight	How much does a single honeycomb cell made of beeswax weigh when empty?	0.01 grams.	en
NUM:weight	How much does a standard bag of Portland cement weigh in the US?	94 pounds.	en
NUM:money	How much does a Tesla Model 3 cost?	0,000.	en
NUM:weight	How much does a typical adult male African elephant weigh?	Six tons.	en
NUM:weight	How much does a typical lead-acid battery for a car weigh on average?	18 to 22 kilograms.	en
NUM:weight	How much does a typical lead-acid car battery weigh?	20 kilograms.	en
NUM:money	How much does an average commercial pilot earn annually in the US?	50,000.	en
NUM:weight	How much does an empty NASA space shuttle orbiter weigh?	78,000 kilograms.	en
NUM:money	How much does it cost to maintain the White House every year?	million.	en
NUM:weight	How much does one liter of pure liquid mercury weigh?	13.5 kilograms.	en
NUM:money	How much is the fine for speeding in the state of California?	30.	en
NUM:money	How much is the fine for speeding in the state of Texas?	00.	en
NUM:volsize	How much space does a mature adult human heart occupy in the body?	280 cubic cm.	en
NUM:volsize	How much space does a mature adult human heart occupy in the chest?	280 milliliters.	en
NUM:money	How much was the ransom paid for the release of Guy de Rothschild?	million.	en
NUM:money	How much was the total prize money for the first modern Olympics?	None.	en
NUM:dist	How tall is Burj Khalifa?	828 meters.	en
NUM:dist	How tall is Everest?	8,848 meters.	en
DESC:manner	How to bake?	Mix ingredients and cook in an oven.	en
DESC:manner	How to fish?	Cast a line with bait and wait for a bite.	en
ABBR:abb	How to short California?	CA	en
ABBR:abb	HTML abbreviation?	HTML	en
ABBR:exp	HTML expansion?	HyperText Markup Language	en
ABBR:exp	HTML stands for what?	HyperText Markup Language	en
ABBR:exp	HTTP meaning?	HyperText Transfer Protocol	en
NUM:code	HTTP status code for Not Found?	404.	en
LOC:water	Hudson Bay?	The Hudson Bay.	en
NUM:period	Human life?	79 years.	en
HUM:desc	I am curious about the work of a forensic pathologist; explain the duties.	Investigating suspicious deaths through medical autopsies.	en
HUM:desc	I am curious about the work of a forensic pathologist; explain what their primary duties are in a case.	Investigating suspicious deaths through medical autopsies.	en
ENTY:product	I am interested in the history of consumer electronics; can you tell me the name of the Sony device that changed music in the 80s?	The Walkman.	en
ABBR:abb	I am looking for the standard medical abbreviation for 'three times a day' used on patient prescriptions.	TID	en
ABBR:abb	I am looking for the standard medical abbreviation for 'three times a day' used on prescriptions.	TID	en
BOOL:yesno	I would like to know if diamonds can be made in a lab.	Yes.	en
BOOL:yesno	I would like to know if the Titanic was ever found on the ocean floor.	Yes.	en
NUM:money	I would like to know the average annual salary of a senior architect.	20,000.	en
NUM:period	I would like to know the average length of a professional career for an NFL player in the US.	3.3 years on average.	en
NUM:period	I would like to know the average length of a professional career for an NFL player.	3.3 years.	en
NUM:dist	I would like to know the distance between the North and South Poles through the Earth.	12,713.6 km.	en
NUM:weight	I would like to know the estimated total weight of the Great Wall of China.	50 million tons.	en
NUM:money	I would like to know the exact amount of money in the US federal budget.	trillion.	en
ENTY:color	I would like to know the exact color of the gemstone known as lapis lazuli.	Deep blue.	en
ENTY:color	I would like to know the exact color of the stone lapis lazuli.	Deep blue.	en
DESC:def	I would like to know the exact definition of 'epistemology' in philosophy and its primary focus.	The theory of knowledge and how it's acquired.	en
DESC:def	I would like to know the exact definition of 'epistemology' in philosophy, and could you also describe its primary focus compared to other branches of study?	The theory of knowledge, especially with regard to its methods, validity, and scope.	en
ENTY:word	I would like to know the exact etymological origin of 'assassin'.	Hashishin.	en
ENTY:word	I would like to know the exact etymological origin of the word 'assassin' from Arabic.	Hashishin.	en
NUM:count	I would like to know the exact number of days in a leap year.	366.	en
NUM:count	I would like to know the exact number of days in a standard year.	365.	en
DESC:manner	I would like to know the exact process of 'DNA fingerprinting' in a forensic laboratory.	Comparing DNA sequences from crime scene samples.	en
DESC:manner	I would like to know the exact process of 'DNA fingerprinting' in a modern forensic laboratory.	Extracting DNA and using PCR to compare sequences.	en
NUM:temp	I would like to know the exact temperature at which pure ethanol ignites.	365 degrees.	en
HUM:title	I would like to know the exact title of the person who holds the position of Lord Chancellor.	Lord Chancellor.	en
NUM:other	I would like to know the exact value of the Avogadro constant for atoms.	6.02214076 x 10^23.	en
NUM:temp	I would like to know the ignition temperature of pure ethanol.	365 degrees Celsius.	en
NUM:code	I would like to know the ISBN-10 for the novel 'The Great Gatsby'.	0743273567.	en
ENTY:event	I would like to know the name of the 16th-century religious movement started by Luther.	The Protestant Reformation.	en
ENTY:event	I would like to know the name of the 1917 revolution that led to the USSR.	The Russian Revolution.	en
ENTY:religion	I would like to know the name of the African faith that is the basis for Santería.	Yoruba religion.	en
ENTY:religion	I would like to know the name of the African religion that is the basis for many New World faiths like Santería.	Yoruba religion.	en
ENTY:religion	I would like to know the name of the African religion that is the basis for New World Santería.	Yoruba religion.	en
LOC:city	I would like to know the name of the city-state located at the tip of the Malay Peninsula.	Singapore.	en
ENTY:food	I would like to know the name of the classic French sauce made from egg yolks and butter.	Hollandaise.	en
ENTY:body	I would like to know the name of the cluster of nerves located in the solar plexus.	The celiac plexus.	en
LOC:country	I would like to know the name of the country that is an archipelago of over 17,000 islands.	Indonesia.	en
ENTY:currency	I would like to know the name of the currency used in the Maldives and its subunit.	The Rufiyaa.	en
ENTY:currency	I would like to know the name of the currency used in the Philippines currently.	The Philippine Peso.	en
ENTY:veh	I would like to know the name of the deep-sea exploration vessel that reached the bottom of the Mariana Trench in 1960.	The Trieste.	en
ENTY:substance	I would like to know the name of the element for permanent magnets.	Neodymium.	en
HUM:gr	I would like to know the name of the ethnic group that is a minority in Turkey.	The Kurds.	en
HUM:gr	I would like to know the name of the ethnic group that is the largest minority in Turkey.	The Kurds.	en
ENTY:techmeth	I would like to know the name of the high-speed rail technology that uses magnets to lift the train.	Maglev.	en
LOC:mount	I would like to know the name of the highest mountain in the South Island of NZ.	Mount Cook.	en
ENTY:instru	I would like to know the name of the keyboard instrument that uses tonewheels to generate sound.	The Hammond organ.	en
ENTY:lang	I would like to know the name of the language used by the Aztec Empire in Mexico.	Nahuatl.	en
LOC:landmass	I would like to know the name of the large island located off the coast of SE Africa.	Madagascar.	en
