label,text
command,Create your experience consciously.
wh_question,What experience are you creating?
statement,Your reality is of your making.
exclamation,How making this reality feels shaping!
command,Shape your reality with love.
wh_question,What reality are you shaping?
statement,Choose joy in this moment.
exclamation,How choosing this happiness feels empowering!
command,Choose joy right now.
polar_question,Will you choose joy in this moment?
statement,Choose peace in this moment.
exclamation,How choosing this calm feels centering!
command,Choose peace right now.
polar_question,Will you choose peace in this moment?
statement,Choose love in this moment.
exclamation,How choosing this affection feels heartwarming!
command,Choose love right now.
polar_question,Will you choose love in this moment?
statement,Choose gratitude in this moment.
exclamation,How choosing this thankfulness feels enriching!
command,Choose gratitude right now.
polar_question,Will you choose gratitude in this moment?
statement,Choose kindness in this moment.
exclamation,How choosing this goodness feels uplifting!
command,Choose kindness right now.
polar_question,Will you choose kindness in this moment?
statement,Choose compassion in this moment.
exclamation,How choosing this caring feels connecting!
command,Choose compassion right now.
polar_question,Will you choose compassion in this moment?
statement,Choose understanding in this moment.
exclamation,How choosing this comprehension feels bridging!
command,Choose understanding right now.
polar_question,Will you choose understanding in this moment?
statement,Choose forgiveness in this moment.
exclamation,How choosing this release feels freeing!
command,Choose forgiveness right now.
polar_question,Will you choose forgiveness in this moment?
statement,Choose acceptance in this moment.
exclamation,How choosing this allowance feels liberating!
command,Choose acceptance right now.
polar_question,Will you choose acceptance in this moment?
statement,Choose patience in this moment.
exclamation,How choosing this tolerance feels calming!
command,Choose patience right now.
polar_question,Will you choose patience in this moment?
statement,Choose courage in this moment.
exclamation,How choosing this bravery feels empowering!
command,Choose courage right now.
polar_question,Will you choose courage in this moment?
statement,Choose faith in this moment.
exclamation,How choosing this trust feels anchoring!
command,Choose faith right now.
polar_question,Will you choose faith in this moment?
statement,Choose hope in this moment.
exclamation,How choosing this optimism feels uplifting!
command,Choose hope right now.
polar_question,Will you choose hope in this moment?
statement,Choose determination in this moment.
exclamation,How choosing this resolve feels strengthening!
command,Choose determination right now.
polar_question,Will you choose determination in this moment?
statement,Choose focus in this moment.
exclamation,How choosing this concentration feels amplifying!
command,Choose focus right now.
polar_question,Will you choose focus in this moment?
statement,Choose presence in this moment.
exclamation,How choosing this being feels grounding!
command,Choose presence right now.
polar_question,Will you choose presence in this moment?
statement,Choose awareness in this moment.
exclamation,How choosing this consciousness feels awakening!
command,Choose awareness right now.
polar_question,Will you choose awareness in this moment?
statement,Choose mindfulness in this moment.
exclamation,How choosing this attentiveness feels centering!
command,Choose mindfulness right now.
polar_question,Will you choose mindfulness in this moment?
statement,Choose stillness in this moment.
exclamation,How choosing this quiet feels calming!
command,Choose stillness right now.
polar_question,Will you choose stillness in this moment?
statement,Choose silence in this moment.
exclamation,How choosing this hush feels peaceful!
command,Choose silence right now.
polar_question,Will you choose silence in this moment?
statement,Choose breath in this moment.
exclamation,How choosing this life force feels vitalizing!
command,Choose to breathe deeply now.
polar_question,Will you choose to breathe deeply?
statement,Choose life in this moment.
exclamation,How choosing this vitality feels energizing!
command,Choose life fully now.
polar_question,Will you choose life fully?
statement,Choose to be here now.
exclamation,How choosing this presence feels grounding!
command,Choose to be here now.
polar_question,Are you choosing to be here now?
statement,Choose to be present.
exclamation,How choosing this attending feels being!
command,Choose to be present now.
polar_question,Are you choosing to be present?
statement,Choose to be mindful.
exclamation,How choosing this noticing feels awakening!
command,Choose to be mindful now.
polar_question,Are you choosing to be mindful?
statement,Choose to be grateful.
